ID,First Name,Last Name,DOB,Role,Money Available,Flights Purchased,MinerAir Membership,Username,Password
320,Brian,Jacobson,8/23/52,Employee,2061.9016,2,false,brianjacobson,Fun!23
321,Francisco,Moore,12/31/59,Employee,567.92114,6,false,franciscomoore,Fun!23
322,Kathleen,Small,11/23/39,Employee,381.9391,2,false,kathleensmall,Fun!23
323,Lindsay,Webster,4/3/66,Employee,2211.4111,1,true,lindsaywebster,Fun!23
324,Michelle,Ortiz,12/13/86,Employee,27.686523,8,false,michelleortiz,Fun!23
325,Cheryl,Wilson,4/4/98,Employee,2183.1504,4,true,cherylwilson,Fun!23
326,Melissa,Rivera,3/23/29,Employee,660.6649,1,true,melissarivera,Fun!23
327,Bryan,Hardy,10/22/02,Employee,26.472595,8,false,bryanhardy,Fun!23
328,Jason,Wolfe,2/7/54,Employee,3371.525,6,true,jasonwolfe,Fun!23
329,Stacey,Paul,2/26/71,Employee,244.57776,1,true,staceypaul,Fun!23
330,Crystal,Johnson,2/16/74,Employee,5.898285,6,true,crystaljohnson,Fun!23
331,Jordan,Wilson,10/30/82,Employee,1420.6497,1,false,jordanwilson,Fun!23
332,Amanda,Shepherd,2/3/53,Employee,8.543945,7,true,amandashepherd,Fun!23
333,Alexander,Cameron,12/1/33,Employee,39.86389,6,false,alexandercameron,Fun!23
334,Kevin,Scott,2/9/85,Employee,2925.9604,8,false,kevinscott,Fun!23
335,Kyle,Taylor,10/6/98,Employee,2960.5063,7,false,kyletaylor,Fun!23
336,Kimberly,Garcia,6/1/79,Employee,449.06104,5,false,kimberlygarcia,Fun!23
337,Chelsea,Porter,4/3/40,Employee,3925.4001,1,false,chelseaporter,Fun!23
338,Emma,Armstrong,5/10/00,Employee,679.8701,6,true,emmaarmstrong,Fun!23
339,Courtney,Johnson,4/14/74,Employee,692.5958,1,false,courtneyjohnson,Fun!23
340,Ronald,Kent,7/26/35,Employee,619.3109,5,false,ronaldkent,Fun!23
341,Ricky,Thompson,7/28/52,Employee,2339.7876,2,true,rickythompson,Fun!23
342,Denise,Williams,8/29/00,Employee,3797.9722,1,true,denisewilliams,Fun!23
343,Jeffrey,Sloan,4/24/57,Employee,4619.227,6,false,jeffreysloan,Fun!23
344,Brian,Hayes,7/19/60,Employee,150.40073,8,false,brianhayes,Fun!23
345,Patricia,Glenn,3/29/44,Employee,3529.082,3,false,patriciaglenn,Fun!23
346,Caroline,Torres,12/28/86,Employee,515.2457,1,false,carolinetorres,Fun!23
347,Benjamin,Johnson,11/8/42,Employee,23.908722,1,true,benjaminjohnson,Fun!23
348,Christina,Wheeler,8/27/13,Employee,8.463562,4,true,christinawheeler,Fun!23
349,Valerie,Moore,12/31/00,Employee,7.6505737,1,false,valeriemoore,Fun!23
350,Deborah,Hunt,2/10/78,Employee,152.92215,6,true,deborahhunt,Fun!23
351,Sarah,Mosley,6/28/71,Employee,235.3706,2,true,sarahmosley,Fun!23
352,Donald,Haynes,11/22/44,Employee,244.91293,2,true,donaldhaynes,Fun!23
353,Lisa,Brown,5/29/09,Employee,1934.7473,2,true,lisabrown,Fun!23
354,Kenneth,Smith,9/25/02,Employee,99.193375,3,true,kennethsmith,Fun!23
355,Heidi,Barker,8/28/62,Employee,2358.8726,1,true,heidibarker,Fun!23
356,William,Wolf,1/23/20,Employee,316.8452,3,false,williamwolf,Fun!23
357,Elizabeth,Cordova,2/10/72,Employee,966.6987,3,true,elizabethcordova,Fun!23
358,Christopher,Jones,1/21/66,Employee,1040.1008,3,true,christopherjones,Fun!23
359,Robert,Wilson,8/6/30,Employee,2725.4568,8,false,robertwilson,Fun!23
360,Amber,Brown,11/8/30,Employee,874.55554,5,false,amberbrown,Fun!23
361,Antonio,Brooks,5/25/16,Employee,2415.776,7,false,antoniobrooks,Fun!23
362,Dakota,Bender,2/23/87,Employee,235.56274,7,false,dakotabender,Fun!23
363,Kevin,Swanson,9/13/60,Employee,657.43036,4,true,kevinswanson,Fun!23
364,Christopher,Dominguez,8/17/31,Employee,728.3906,6,true,christopherdominguez,Fun!23
365,Peggy,Murphy,12/26/85,Employee,267.28384,2,false,peggymurphy,Fun!23
366,Edward,Johnson,11/3/54,Employee,5616.3,2,true,edwardjohnson,Fun!23
367,Misty,Horton,1/31/46,Employee,342.4707,6,false,mistyhorton,Fun!23
368,Christopher,Foster,3/30/38,Employee,146.43262,8,false,christopherfoster,Fun!23
369,Carrie,Bennett,3/26/65,Employee,1657.1592,4,true,carriebennett,Fun!23
370,Natasha,Wheeler,5/26/73,Employee,2559.269,8,false,natashawheeler,Fun!23
371,Angel,Joseph,3/20/90,Employee,301.8064,3,true,angeljoseph,Fun!23
372,Daniel,Foster,6/2/05,Employee,1928.1814,3,true,danielfoster,Fun!23
373,Rhonda,Kane,3/12/68,Employee,384.33493,1,true,rhondakane,Fun!23
374,Jeffrey,Gonzalez,9/28/44,Employee,43.628815,1,false,jeffreygonzalez,Fun!23
375,Jeremiah,Williamson,6/9/80,Employee,973.06085,4,false,jeremiahwilliamson,Fun!23
376,Dean,Smith,4/24/71,Employee,49.852417,6,false,deansmith,Fun!23
377,Lisa,Stafford,4/3/18,Employee,693.58624,7,false,lisastafford,Fun!23
378,Travis,Ruiz,6/24/52,Employee,256.5293,5,false,travisruiz,Fun!23
379,Mary,Stevens,2/24/56,Employee,69.25757,8,true,marystevens,Fun!23
380,Shane,Arnold,9/13/72,Employee,743.82886,4,false,shanearnold,Fun!23
381,Teresa,Jacobs,10/24/74,Employee,4496.0967,3,true,teresajacobs,Fun!23
382,Joshua,Meadows,9/21/62,Employee,419.98438,5,true,joshuameadows,Fun!23
383,Thomas,Elliott,1/5/20,Employee,249.27509,1,false,thomaselliott,Fun!23
384,Elizabeth,Alvarez,2/2/61,Employee,3148.2224,1,false,elizabethalvarez,Fun!23
385,Alicia,Jenkins,5/7/44,Employee,4063.434,3,true,aliciajenkins,Fun!23
386,Jacob,Williams,4/27/75,Employee,1189.7661,1,true,jacobwilliams,Fun!23
387,Michele,Cummings,1/6/66,Employee,1788.2465,5,true,michelecummings,Fun!23
388,Craig,Oconnell,5/29/75,Employee,1686.44,7,true,craigoconnell,Fun!23
389,Joseph,Brooks,10/17/54,Employee,332.84702,1,false,josephbrooks,Fun!23
390,Anthony,Hardin,2/18/75,Employee,949.0261,1,false,anthonyhardin,Fun!23
391,Norman,Freeman,5/6/45,Employee,227.76196,4,true,normanfreeman,Fun!23
392,Devin,Diaz,4/4/53,Employee,647.82166,1,true,devindiaz,Fun!23
393,Donna,Travis,2/8/05,Employee,45.87793,5,true,donnatravis,Fun!23
394,Tanya,Kent,4/11/09,Employee,226.17299,7,true,tanyakent,Fun!23
395,Keith,Ellis,11/3/17,Employee,107.31763,6,false,keithellis,Fun!23
396,Anthony,Sims,8/26/60,Employee,142.30078,5,false,anthonysims,Fun!23
397,Krystal,Thompson,8/24/09,Employee,1036.8027,5,false,krystalthompson,Fun!23
398,Benjamin,Ramirez,4/12/00,Employee,765.0571,6,true,benjaminramirez,Fun!23
399,Scott,Rose,3/18/20,Employee,953.06055,4,false,scottrose,Fun!23
400,Jessica,Fernandez,7/30/54,Employee,4895.9736,3,true,jessicafernandez,Fun!23
401,Michael,Castillo,6/11/98,Employee,33.8349,5,true,michaelcastillo,Fun!23
402,Ruben,Edwards,2/4/21,Employee,5464.833,1,false,rubenedwards,Fun!23
403,Ashley,Wilcox,1/15/53,Employee,26.66504,5,false,ashleywilcox,Fun!23
404,Allison,Cross,10/14/49,Employee,772.82385,2,true,allisoncross,Fun!23
405,Anita,Stein,10/27/42,Employee,136.3145,1,false,anitastein,Fun!23
406,Sean,Hull,8/31/08,Employee,280.62775,1,true,seanhull,Fun!23
407,Ricardo,Rodriguez,3/8/59,Employee,2337.6064,2,true,ricardorodriguez,Fun!23
408,David,Soto,2/9/52,Employee,2227.6418,2,false,davidsoto,Fun!23
409,Kayla,Mahoney,8/25/26,Employee,265.02307,1,false,kaylamahoney,Fun!23
410,Ray,Huynh,7/11/88,Employee,150.819,2,false,rayhuynh,Fun!23
411,Terri,Mendez,11/19/49,Employee,2372.7993,6,false,terrimendez,Fun!23
412,Rachel,Roberson,10/13/70,Employee,354.38892,1,false,rachelroberson,Fun!23
413,Zachary,Tran,5/13/96,Employee,2047.7535,4,true,zacharytran,Fun!23
414,John,White,7/26/50,Employee,4665.71,3,true,johnwhite,Fun!23
415,Philip,Collins,8/23/78,Employee,396.7525,2,false,philipcollins,Fun!23
416,Hunter,Moore,12/12/85,Employee,85.85939,3,false,huntermoore,Fun!23
417,Nicole,Johnson,7/29/69,Employee,2630.8333,5,false,nicolejohnson,Fun!23
418,Adam,Bass,4/6/47,Employee,23.655182,1,true,adambass,Fun!23
419,Lisa,Spencer,9/18/88,Employee,457.00305,3,true,lisaspencer,Fun!23
420,Justin,Martinez,1/10/39,Employee,128.34839,8,false,justinmartinez,Fun!23
421,Anthony,Hunter,9/29/76,Employee,2078.8928,3,false,anthonyhunter,Fun!23
422,Doris,Moore,1/3/17,Employee,192.6576,5,true,dorismoore,Fun!23
423,Elizabeth,Cruz,7/5/23,Employee,657.5271,8,false,elizabethcruz,Fun!23
424,Randy,Keller,2/1/62,Employee,1294.3518,7,true,randykeller,Fun!23
425,Brandon,Neal,7/7/76,Employee,232.54233,2,true,brandonneal,Fun!23
426,Mark,Lamb,4/28/57,Employee,115.29538,3,true,marklamb,Fun!23
427,Tiffany,May,9/17/05,Employee,165.11938,1,false,tiffanymay,Fun!23
428,Krista,Blake,1/20/58,Employee,2433.062,1,true,kristablake,Fun!23
429,John,Morris,2/20/48,Employee,2503.9714,5,false,johnmorris,Fun!23
430,Jill,Solis,9/11/04,Employee,150.92517,2,false,jillsolis,Fun!23
431,Emma,Padilla,9/8/09,Employee,22.473816,2,false,emmapadilla,Fun!23
432,Becky,Gray,10/27/76,Employee,4937.7495,6,true,beckygray,Fun!23
433,Rita,Owens,10/31/88,Employee,3860.948,4,true,ritaowens,Fun!23
434,Kristina,Patrick,2/16/05,Employee,345.75735,4,false,kristinapatrick,Fun!23
435,Raymond,Woodward,7/5/27,Employee,632.3859,3,false,raymondwoodward,Fun!23
436,Rebecca,Brown,11/19/09,Employee,5.0006104,2,false,rebeccabrown,Fun!23
437,Samantha,Thomas,4/20/21,Employee,239.50952,4,true,samanthathomas,Fun!23
438,Patrick,Larsen,4/21/02,Employee,87.12744,6,false,patricklarsen,Fun!23
439,Emily,Brady,5/25/07,Employee,2442.4673,6,false,emilybrady,Fun!23
440,April,Turner,6/14/89,Employee,440.0146,6,true,aprilturner,Fun!23
441,Steven,Cabrera,8/20/61,Employee,359.81543,7,false,stevencabrera,Fun!23
442,Michael,Murray,11/12/48,Employee,651.5958,2,false,michaelmurray,Fun!23
443,Gregory,Carr,4/20/51,Employee,171.52417,8,false,gregorycarr,Fun!23
444,David,Davila,5/27/88,Employee,637.9104,7,false,daviddavila,Fun!23
445,Brandon,Smith,4/1/41,Employee,1981.9326,8,false,brandonsmith,Fun!23
446,Ryan,Wilkins,7/17/08,Employee,298.91357,2,false,ryanwilkins,Fun!23
447,Jon,Lopez,8/8/58,Employee,734.8605,7,true,jonlopez,Fun!23
448,Jennifer,Copeland,6/26/56,Employee,1045.9807,1,true,jennifercopeland,Fun!23
449,Alexis,Shea,6/3/96,Employee,940.54407,1,true,alexisshea,Fun!23
450,Gerald,Baker,4/4/20,Employee,978.4035,3,true,geraldbaker,Fun!23
451,Tara,Rodriguez,1/11/88,Employee,2857.8545,2,true,tararodriguez,Fun!23
452,Jerry,Hampton,3/1/51,Employee,68.45609,2,true,jerryhampton,Fun!23
453,Ray,Booth,9/23/79,Employee,1559.4916,5,false,raybooth,Fun!23
454,Michelle,Sexton,3/5/57,Employee,3849.6245,2,true,michellesexton,Fun!23
455,Kayla,Morgan,12/29/46,Employee,898.8237,1,true,kaylamorgan,Fun!23
456,Deborah,Scott,12/3/26,Employee,388.42236,3,false,deborahscott,Fun!23
457,Trevor,Young,7/25/55,Employee,1182.176,1,true,trevoryoung,Fun!23
458,Philip,Chaney,2/27/04,Employee,119.64148,6,false,philipchaney,Fun!23
459,Linda,Alexander,7/7/18,Employee,2242.1743,3,false,lindaalexander,Fun!23
460,Jason,Skinner,8/25/20,Employee,282.21817,5,false,jasonskinner,Fun!23
461,Anthony,Dalton,3/28/66,Employee,169.24841,8,true,anthonydalton,Fun!23
462,Kevin,Larson,11/3/10,Employee,4191.835,5,false,kevinlarson,Fun!23
463,Alexandra,Fox,8/8/02,Employee,3102.8496,7,false,alexandrafox,Fun!23
464,Gary,Miller,2/17/96,Employee,447.84424,2,false,garymiller,Fun!23
465,Crystal,Rice,10/5/11,Employee,88.493904,1,true,crystalrice,Fun!23
466,George,Wood,4/17/01,Employee,943.4154,1,false,georgewood,Fun!23
467,Christopher,Raymond,2/17/55,Employee,440.75708,4,false,christopherraymond,Fun!23
468,Wendy,Stanton,9/28/13,Employee,3951.6272,5,true,wendystanton,Fun!23
469,Theresa,Hardy,2/19/93,Employee,2261.5059,6,true,theresahardy,Fun!23
470,Barbara,Jones,7/14/66,Employee,124.59395,1,true,barbarajones,Fun!23
471,Alyssa,Reese,7/15/50,Employee,127.25757,2,false,alyssareese,Fun!23
472,Eric,Ramos,12/24/96,Employee,2413.1135,4,false,ericramos,Fun!23
473,Brian,Lopez,8/6/52,Employee,5237.307,2,true,brianlopez,Fun!23
474,Angela,Mcintyre,10/22/84,Employee,321.2138,1,true,angelamcintyre,Fun!23
475,Doris,Mercado,4/10/19,Employee,116.536575,1,true,dorismercado,Fun!23
476,Terri,Strickland,1/9/83,Employee,610.10657,2,true,terristrickland,Fun!23
477,Amy,Rodriguez,10/9/44,Employee,771.8301,1,true,amyrodriguez,Fun!23
478,Thomas,Bonilla,6/28/21,Employee,240.30817,1,false,thomasbonilla,Fun!23
479,Wesley,Lambert,5/22/77,Employee,140.20645,3,true,wesleylambert,Fun!23
480,Kelly,Bell,9/7/92,Employee,4146.216,6,false,kellybell,Fun!23
481,Michelle,Wood,3/9/06,Employee,610.6433,3,false,michellewood,Fun!23
482,Derek,Irwin,3/16/75,Employee,18.750671,2,true,derekirwin,Fun!23
483,Brandi,Gordon,5/11/46,Employee,71.247505,1,false,brandigordon,Fun!23
484,Julian,Gutierrez,8/10/15,Employee,11.425751,3,false,juliangutierrez,Fun!23
485,Samantha,Cooper,11/20/32,Employee,2187.9421,8,false,samanthacooper,Fun!23
486,Kevin,Gould,3/8/40,Employee,474.46106,3,true,kevingould,Fun!23
487,Michael,Fox,11/19/83,Employee,806.0936,1,false,michaelfox,Fun!23
488,Steven,Owens,6/28/13,Employee,132.7876,4,false,stevenowens,Fun!23
489,Amber,Sellers,5/3/04,Employee,121.19647,1,true,ambersellers,Fun!23
490,Jose,Evans,10/2/62,Employee,372.32996,3,true,joseevans,Fun!23
491,Jessica,Anderson,11/6/61,Employee,1128.0774,4,false,jessicaanderson,Fun!23
492,Joe,Cochran,4/20/77,Employee,2.2320557,2,true,joecochran,Fun!23
493,Michael,Robinson,3/4/61,Employee,7000.675,2,false,michaelrobinson,Fun!23
494,Matthew,Porter,2/2/60,Employee,7434.321,2,true,matthewporter,Fun!23
495,Angel,Barber,12/5/08,Employee,218.70447,2,true,angelbarber,Fun!23
496,Darlene,Shaw,1/26/10,Employee,348.11,7,false,darleneshaw,Fun!23
497,Gabriel,Hansen,1/20/34,Employee,1878.587,2,false,gabrielhansen,Fun!23
498,Brittany,Nielsen,1/7/60,Employee,2175.6404,1,false,brittanynielsen,Fun!23
499,Jessica,Frye,4/1/69,Employee,15.513718,4,false,jessicafrye,Fun!23
500,Bruce,Clark,5/11/17,Employee,3951.032,2,false,bruceclark,Fun!23
501,Justin,Davis,2/20/17,Employee,1188.3904,3,true,justindavis,Fun!23
502,Louis,Boone,7/1/43,Employee,2247.2527,2,true,louisboone,Fun!23
503,Amy,Mcpherson,11/30/72,Employee,407.89685,3,true,amymcpherson,Fun!23
504,Debra,Blackwell,12/22/74,Employee,515.319,5,true,debrablackwell,Fun!23
505,Angela,Lang,3/27/82,Employee,117.567566,3,false,angelalang,Fun!23
506,Danielle,Dorsey,1/11/16,Employee,2313.1196,5,true,danielledorsey,Fun!23
507,Hannah,Maldonado,5/25/10,Employee,1321.7915,1,false,hannahmaldonado,Fun!23
508,Michaela,Miranda,7/24/51,Employee,337.73917,2,false,michaelamiranda,Fun!23
509,Tami,Weaver,6/7/27,Employee,495.15234,7,false,tamiweaver,Fun!23
510,Edward,Jackson,6/13/37,Employee,339.74338,2,false,edwardjackson,Fun!23
511,Steven,Hernandez,6/21/27,Employee,3001.7275,5,true,stevenhernandez,Fun!23
512,Mary,Chapman,2/5/64,Employee,1123.5752,6,true,marychapman,Fun!23
513,Colleen,Torres,8/21/99,Employee,590.005,7,true,colleentorres,Fun!23
514,Jennifer,Mills,3/28/37,Employee,2148.0093,5,false,jennifermills,Fun!23
515,Wendy,Campos,11/8/40,Employee,168.72412,6,true,wendycampos,Fun!23
516,Bobby,Bennett,8/29/93,Employee,634.6317,6,true,bobbybennett,Fun!23
517,Michael,Adams,11/22/77,Employee,1435.0178,4,true,michaeladams,Fun!23
518,Jamie,Conner,9/5/14,Employee,779.18994,5,false,jamieconner,Fun!23
519,Christopher,Sanford,3/21/79,Employee,332.01752,6,true,christophersanford,Fun!23
520,Margaret,Smith,7/7/43,Employee,1132.8474,5,false,margaretsmith,Fun!23
521,Michael,Morton,10/31/05,Employee,202.61307,2,false,michaelmorton,Fun!23
522,Noah,Horne,1/21/80,Employee,519.66943,2,true,noahhorne,Fun!23
523,Kim,Contreras,10/12/70,Employee,187.65648,1,true,kimcontreras,Fun!23
524,Tiffany,Davis,10/1/99,Employee,3137.1116,3,false,tiffanydavis,Fun!23
525,Victoria,Moses,9/19/19,Employee,1377.55,3,false,victoriamoses,Fun!23
526,Robin,Watson,6/5/67,Employee,8925.823,4,true,robinwatson,Fun!23
527,Christopher,Melendez,12/16/92,Employee,353.25363,2,true,christophermelendez,Fun!23
528,Nancy,Robles,9/3/04,Employee,1716.9792,5,true,nancyrobles,Fun!23
529,Kaylee,Hale,9/27/36,Employee,1381.223,3,true,kayleehale,Fun!23
530,Ryan,Brown,2/20/83,Employee,980.61743,2,true,ryanbrown,Fun!23
531,Grace,Kelley,6/24/42,Employee,297.2224,1,true,gracekelley,Fun!23
532,Alexander,Carter,3/30/73,Employee,5734.273,3,true,alexandercarter,Fun!23
533,Dennis,Reynolds,8/13/25,Employee,152.42642,2,true,dennisreynolds,Fun!23
534,Jenna,Chase,5/5/56,Employee,173.69714,4,true,jennachase,Fun!23
535,Michelle,Pruitt,5/18/03,Employee,117.46433,1,false,michellepruitt,Fun!23
536,Sherri,Velasquez,3/7/37,Employee,3678.4546,3,false,sherrivelasquez,Fun!23
537,Darlene,Russell,10/20/75,Employee,9773.116,5,false,darlenerussell,Fun!23
538,Jessica,Olsen,10/25/28,Employee,3712.0146,5,false,jessicaolsen,Fun!23
539,Lisa,Robinson,9/8/43,Employee,728.07104,1,true,lisarobinson,Fun!23
540,Michael,Martinez,10/15/17,Employee,1069.3456,1,true,michaelmartinez,Fun!23
541,Richard,Edwards,9/25/39,Employee,521.1633,6,false,richardedwards,Fun!23
542,Amy,Chase,5/25/42,Employee,78.77246,3,true,amychase,Fun!23
543,Amanda,Vang,11/19/89,Employee,884.84753,3,false,amandavang,Fun!23
544,Angela,Walker,2/13/34,Employee,123.50354,2,true,angelawalker,Fun!23
545,Kylie,Summers,5/27/40,Employee,41.524963,6,true,kyliesummers,Fun!23
546,Brandy,Valenzuela,9/26/59,Employee,990.10583,8,false,brandyvalenzuela,Fun!23
547,Courtney,Tran,6/25/39,Employee,99.007324,7,true,courtneytran,Fun!23
548,Ryan,Bowman,12/27/46,Employee,47.064636,1,false,ryanbowman,Fun!23
549,Kathleen,Hines,12/16/00,Employee,1599.9329,7,false,kathleenhines,Fun!23
550,Ryan,Sullivan,9/24/54,Employee,6.787201,8,true,ryansullivan,Fun!23
551,Kimberly,Johnson,5/26/34,Employee,242.81168,2,false,kimberlyjohnson,Fun!23
552,Kelly,Harris,11/25/50,Employee,1931.3942,4,true,kellyharris,Fun!23
553,William,Evans,2/9/99,Employee,459.03757,2,true,williamevans,Fun!23
554,Dakota,Harper,12/18/55,Employee,614.79736,6,false,dakotaharper,Fun!23
555,Martha,Perry,3/9/46,Employee,762.97437,8,false,marthaperry,Fun!23
556,Brittany,Weaver,4/13/17,Employee,193.96643,4,true,brittanyweaver,Fun!23
557,Rodney,Berg,11/9/80,Employee,531.31934,4,false,rodneyberg,Fun!23
558,Heidi,Page,6/1/02,Employee,350.76337,3,true,heidipage,Fun!23
559,Bobby,Gonzales,9/13/32,Employee,7.2490234,3,true,bobbygonzales,Fun!23
560,Jake,Mitchell,4/5/43,Employee,1782.3093,3,true,jakemitchell,Fun!23
561,Gerald,Beltran,2/11/96,Employee,62.88803,5,true,geraldbeltran,Fun!23
562,Joel,Welch,6/22/07,Employee,625.7789,1,true,joelwelch,Fun!23
563,Diana,Matthews,2/23/81,Employee,1081.119,2,false,dianamatthews,Fun!23
564,Christopher,Johnson,1/24/78,Employee,414.50928,1,true,christopherjohnson,Fun!23
565,Ricky,Gardner,1/25/00,Employee,888.4999,1,false,rickygardner,Fun!23
566,Corey,Wilson,12/16/86,Employee,838.6704,1,true,coreywilson,Fun!23
567,Barbara,Lane,8/9/78,Employee,55.33545,5,false,barbaralane,Fun!23
568,Dylan,Lopez,2/14/58,Employee,99.02432,1,false,dylanlopez,Fun!23
569,Martin,Edwards,5/19/91,Employee,285.8512,5,false,martinedwards,Fun!23
570,Misty,Jimenez,8/24/10,Employee,452.75916,7,true,mistyjimenez,Fun!23
571,Chris,Jones,11/20/98,Employee,315.5083,6,true,chrisjones,Fun!23
572,Robert,Leblanc,5/20/25,Employee,3447.4434,8,true,robertleblanc,Fun!23
573,Brandon,Dillon,8/4/25,Employee,1353.0344,3,true,brandondillon,Fun!23
574,Chad,Clark,6/21/79,Employee,99.298706,7,false,chadclark,Fun!23
575,Danielle,Gardner,1/18/49,Employee,474.20554,2,false,daniellegardner,Fun!23
576,Bradley,Bell,11/19/32,Employee,471.85913,7,false,bradleybell,Fun!23
577,Christopher,Craig,1/30/36,Employee,127.91089,5,true,christophercraig,Fun!23
578,Jamie,Hernandez,4/1/53,Employee,965.34973,5,true,jamiehernandez,Fun!23
579,David,Costa,11/20/07,Employee,217.40381,4,true,davidcosta,Fun!23
580,Theresa,Clark,4/27/30,Employee,146.46875,5,false,theresaclark,Fun!23
581,Cassandra,Cook,6/27/12,Employee,71.91846,5,true,cassandracook,Fun!23
582,Dana,Jones,7/26/88,Employee,2535.5322,5,false,danajones,Fun!23
583,Phillip,Brown,8/6/69,Employee,1403.561,7,true,phillipbrown,Fun!23
584,Andrew,Torres,9/17/85,Employee,886.5978,1,true,andrewtorres,Fun!23
585,Sheri,Adams,8/20/00,Employee,589.1787,6,false,sheriadams,Fun!23
586,Heather,Little,7/29/85,Employee,48.14807,6,true,heatherlittle,Fun!23
587,James,Morgan,12/12/96,Employee,1244.8644,5,false,jamesmorgan,Fun!23
588,Cynthia,Powell,12/30/43,Employee,4211.4814,8,false,cynthiapowell,Fun!23
589,Joseph,Macdonald,3/11/03,Employee,6.981079,7,false,josephmacdonald,Fun!23
590,Jeff,Ray,9/4/62,Employee,2330.9915,5,true,jeffray,Fun!23
591,Michelle,Ramirez,4/16/61,Employee,13.455017,3,true,michelleramirez,Fun!23
592,Christina,Jones,9/14/49,Employee,168.16006,6,false,christinajones,Fun!23
593,Alyssa,Smith,3/1/67,Employee,107.386444,5,false,alyssasmith,Fun!23
594,Anthony,Brooks,7/26/15,Employee,247.83247,1,false,anthonybrooks,Fun!23
595,Anthony,Barber,9/8/91,Employee,777.78186,2,true,anthonybarber,Fun!23
596,James,Brennan,3/12/36,Employee,557.31226,3,true,jamesbrennan,Fun!23
597,Heather,Robbins,10/1/39,Employee,3577.0508,2,true,heatherrobbins,Fun!23
598,Sarah,Anderson,7/21/89,Employee,1456.3053,6,false,sarahanderson,Fun!23
599,Darin,Baker,12/7/57,Employee,745.1967,1,false,darinbaker,Fun!23
600,Jennifer,Smith,12/15/56,Employee,886.7736,1,true,jennifersmith,Fun!23
601,David,Harvey,6/15/43,Employee,293.9164,1,false,davidharvey,Fun!23
602,Shannon,White,6/28/81,Employee,211.46606,4,true,shannonwhite,Fun!23
603,Brian,Gates,2/22/71,Employee,2145.2588,8,false,briangates,Fun!23
604,Victor,Ross,8/11/00,Employee,12.344849,5,true,victorross,Fun!23
605,Antonio,Edwards,8/5/53,Employee,1119.5593,3,false,antonioedwards,Fun!23
606,Lawrence,Price,12/14/84,Employee,35.560516,5,false,lawrenceprice,Fun!23
607,Sarah,Cline,8/21/74,Employee,3263.6147,8,true,sarahcline,Fun!23
608,Linda,Robles,7/2/57,Employee,1066.4619,2,false,lindarobles,Fun!23
609,Amber,Nguyen,10/31/49,Employee,981.0001,2,false,ambernguyen,Fun!23
610,Rick,Parrish,8/4/32,Employee,60.201233,2,true,rickparrish,Fun!23
611,Edward,Molina,12/20/09,Employee,2355.107,4,false,edwardmolina,Fun!23
612,Darren,Gibbs,3/13/06,Employee,38.361267,8,false,darrengibbs,Fun!23
613,Andrew,Mcclure,12/21/05,Employee,524.80457,1,true,andrewmcclure,Fun!23
614,Michael,King,12/12/48,Employee,275.02518,3,true,michaelking,Fun!23
615,Vanessa,Watson,12/1/85,Employee,835.8529,5,true,vanessawatson,Fun!23
616,Jerry,Smith,6/21/07,Employee,13.315674,6,true,jerrysmith,Fun!23
617,Andrew,Marshall,10/16/42,Employee,33.730965,1,true,andrewmarshall,Fun!23
618,Janet,Hughes,9/15/96,Employee,1034.0188,7,true,janethughes,Fun!23
619,Tyler,Baxter,1/26/76,Employee,359.18112,3,false,tylerbaxter,Fun!23
620,Amber,Long,2/13/80,Employee,100.153656,2,true,amberlong,Fun!23
621,Jared,Perry,6/21/89,Employee,6841.2363,5,false,jaredperry,Fun!23
622,Natalie,Richardson,12/27/26,Employee,1737.5474,4,true,natalierichardson,Fun!23
623,Erika,Lopez,10/30/00,Employee,31.1203,4,true,erikalopez,Fun!23
624,Michelle,Walsh,3/30/47,Employee,195.86737,1,true,michellewalsh,Fun!23
625,Anthony,Carson,3/28/56,Employee,494.01764,4,true,anthonycarson,Fun!23
626,Heather,Cunningham,6/13/82,Employee,2357.5479,1,true,heathercunningham,Fun!23
627,Ronald,Bond,2/2/86,Employee,2787.2966,2,true,ronaldbond,Fun!23
628,Sherri,Armstrong,12/6/21,Employee,32.929688,7,true,sherriarmstrong,Fun!23
629,Jacob,Contreras,9/30/01,Employee,180.36816,8,true,jacobcontreras,Fun!23
630,Colleen,Sanchez,7/30/35,Employee,304.45758,2,false,colleensanchez,Fun!23
631,Derek,Lopez,3/21/10,Employee,1026.5728,1,true,dereklopez,Fun!23
632,Kayla,Smith,5/28/51,Employee,637.8082,2,true,kaylasmith,Fun!23
633,Christopher,Osborne,5/23/00,Employee,22.549553,1,false,christopherosborne,Fun!23
634,Mercedes,Nichols,11/17/61,Employee,12.619553,1,true,mercedesnichols,Fun!23
635,Beth,Sharp,9/3/57,Employee,1058.8071,6,false,bethsharp,Fun!23
636,Scott,Bailey,7/2/75,Employee,469.40192,1,false,scottbailey,Fun!23
637,Crystal,Young,9/17/39,Employee,2851.13,5,false,crystalyoung,Fun!23
638,Allen,Arnold,2/8/71,Employee,7245.0557,2,false,allenarnold,Fun!23
639,Donald,Tran,9/21/41,Employee,182.05005,5,false,donaldtran,Fun!23
640,Christopher,Fields,12/2/56,Employee,302.49634,6,true,christopherfields,Fun!23
641,Luis,Johnson,9/19/78,Employee,17.462639,2,true,luisjohnson,Fun!23
